,employer_id,employer_name,industry_id,industry_name
7007,274,АВК-Коммьюникейшнз,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7008,2740,GMCS,Консалтинговые услуги,Консалтинговые услуги
7009,2740100,Гринхаус,"Сельскохозяйственная продукция (продвижение, оптовая торговля)","Сельскохозяйственная продукция (продвижение, оптовая торговля)"
7010,2740100,Гринхаус,"Земледелие, растениеводство, животноводство","Земледелие, растениеводство, животноводство"
7011,2740187,Концепт,Разработка программного обеспечения,Разработка программного обеспечения
7012,2740187,Концепт,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7013,2742021,Renga Software,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7014,2743,Комплектэнерго,Строительство дорожное и инфраструктурное,Строительство дорожное и инфраструктурное
7015,2743,Комплектэнерго,Строительство промышленное,Строительство промышленное
7016,2743,Комплектэнерго,Управление и эксплуатация недвижимости,Управление и эксплуатация недвижимости
7017,2743,Комплектэнерго,"Архитектура, проектирование","Архитектура, проектирование"
7018,2746,"ДИКСИ, группа компаний",Розничная сеть (продуктовая),Розничная сеть (продуктовая)
7019,2746,"ДИКСИ, группа компаний","Розничная сеть (drogerie, товары повседневного спроса)","Розничная сеть (drogerie, товары повседневного спроса)"
7020,2748,Ростелеком,Интернет-провайдер,Интернет-провайдер
7021,2748,Ростелеком,Оптоволоконная связь,Оптоволоконная связь
7022,2748,Ростелеком,Фиксированная связь,Фиксированная связь
7023,2748,Ростелеком,Мобильная связь,Мобильная связь
7024,2749000,Двери РБ,"Стройматериалы, сборные конструкции для ремонта и строительства (продвижение, оптовая торговля)","Стройматериалы, сборные конструкции для ремонта и строительства (продвижение, оптовая торговля)"
7025,2749345,Унискан-Ризерч,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (монтаж, сервис, ремонт)"
7026,2749345,Унискан-Ризерч,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
7027,2749345,Унискан-Ризерч,Разработка программного обеспечения,Разработка программного обеспечения
7028,2749550,ADMIRE agency,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7029,2749550,ADMIRE agency,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
7030,2751,АЙСБЕРРИ,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
7031,2751,АЙСБЕРРИ,"Молочная продукция (продвижение, оптовая торговля)","Молочная продукция (продвижение, оптовая торговля)"
7032,2751,АЙСБЕРРИ,Молочная продукция (производство),Молочная продукция (производство)
7033,2751703,Текстбэк,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7034,2751922,ПЛОВ,Кейтеринг (выездное обслуживание),Кейтеринг (выездное обслуживание)
7035,2751922,ПЛОВ,"Ресторан, общественное питание, фаст-фуд","Ресторан, общественное питание, фаст-фуд"
7036,2752705,Торговый Дом Сила,Розничная сеть (DIY и товары для дома),Розничная сеть (DIY и товары для дома)
7037,2752705,Торговый Дом Сила,Розничная сеть (спортивные товары),Розничная сеть (спортивные товары)
7038,2752705,Торговый Дом Сила,Интернет-магазин,Интернет-магазин
7039,2752768,НТК Криотехника,"Бытовая техника, электроника, климатическое оборудование (производство)","Бытовая техника, электроника, климатическое оборудование (производство)"
7040,2752768,НТК Криотехника,"Промышленное, бытовое электрооборудование и электротехника (производство)","Промышленное, бытовое электрооборудование и электротехника (производство)"
7041,2753373,НПО Текон-Автоматика,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
7042,2753373,НПО Текон-Автоматика,Разработка программного обеспечения,Разработка программного обеспечения
7043,27551,ГК «ТРАССА»,"ГСМ, топливо (розничная торговля)","ГСМ, топливо (розничная торговля)"
7044,27551,ГК «ТРАССА»,"ГСМ, топливо (продвижение, оптовая торговля)","ГСМ, топливо (продвижение, оптовая торговля)"
7045,2755358,KINDDA,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7046,2755358,KINDDA,Разработка программного обеспечения,Разработка программного обеспечения
7047,2756417,МИЛТИ,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
7048,2758791,Эко-сити,"Техническое обслуживание, ремонт автомобилей","Техническое обслуживание, ремонт автомобилей"
7049,2758791,Эко-сити,Автомобильные перевозки,Автомобильные перевозки
7050,2758791,Эко-сити,Утилизация бытовых отходов,Утилизация бытовых отходов
7051,2759120,Дальневосточный Интеллектуальный Потенциал,"Производство мультимедиа, контента, редакторская деятельность","Производство мультимедиа, контента, редакторская деятельность"
7052,2759120,Дальневосточный Интеллектуальный Потенциал,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
7053,2759120,Дальневосточный Интеллектуальный Потенциал,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7054,2759120,Дальневосточный Интеллектуальный Потенциал,Разработка программного обеспечения,Разработка программного обеспечения
7055,2759120,Дальневосточный Интеллектуальный Потенциал,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7056,2759839,ПХ ЛАЗАРЕВСКОЕ,"Сельскохозяйственная продукция (продвижение, оптовая торговля)","Сельскохозяйственная продукция (продвижение, оптовая торговля)"
7057,2759839,ПХ ЛАЗАРЕВСКОЕ,"Земледелие, растениеводство, животноводство","Земледелие, растениеводство, животноводство"
7058,2760901,GETMOBIT,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7059,2761967,ДжейТи консалтинг,Разработка программного обеспечения,Разработка программного обеспечения
7060,2761967,ДжейТи консалтинг,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7061,2761985,Тетасофт,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7062,2761985,Тетасофт,Разработка программного обеспечения,Разработка программного обеспечения
7063,2761985,Тетасофт,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7064,2762072,Амета,"Безопасность, охранная деятельность","Безопасность, охранная деятельность"
7065,2762072,Амета,"Оборудование для пищевой промышленности, упаковки и хранения (монтаж, сервис, ремонт)","Оборудование для пищевой промышленности, упаковки и хранения (монтаж, сервис, ремонт)"
7066,2762072,Амета,"Оборудование для ресторанов, гостиниц, кейтеринга, розничной торговли  (монтаж, сервис, ремонт)","Оборудование для ресторанов, гостиниц, кейтеринга, розничной торговли  (монтаж, сервис, ремонт)"
7067,2762072,Амета,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7068,2762072,Амета,"Промышленное, бытовое электрооборудование и электротехника (монтаж, сервис, ремонт)","Промышленное, бытовое электрооборудование и электротехника (монтаж, сервис, ремонт)"
7069,2762345,Specportal.PRO,Консалтинговые услуги,Консалтинговые услуги
7070,2762345,Specportal.PRO,Разработка программного обеспечения,Разработка программного обеспечения
7071,2762345,Specportal.PRO,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7072,2762345,Specportal.PRO,"Аудит, управленческий учет, финансово-юридический консалтинг","Аудит, управленческий учет, финансово-юридический консалтинг"
7073,2764547,Индустрия Развлечений,"Музей, галерея, театр","Музей, галерея, театр"
7074,2764547,Индустрия Развлечений,Разработка программного обеспечения,Разработка программного обеспечения
7075,2764547,Индустрия Развлечений,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
7076,2765191,ТМ GlorYes!,"Розничная сеть (одежда, обувь, аксессуары)","Розничная сеть (одежда, обувь, аксессуары)"
7077,2765191,ТМ GlorYes!,Интернет-магазин,Интернет-магазин
7078,2765191,ТМ GlorYes!,Розничная сеть (товары для детей),Розничная сеть (товары для детей)
7079,2765191,ТМ GlorYes!,"Одежда, обувь, аксессуары, текстиль (производство)","Одежда, обувь, аксессуары, текстиль (производство)"
7080,2765191,ТМ GlorYes!,"Товары для детей (продвижение, оптовая торговля)","Товары для детей (продвижение, оптовая торговля)"
7081,2765627,Интернет магазин,Интернет-магазин,Интернет-магазин
7082,2766831,Синергия,"Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)","Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)"
7083,2766831,Синергия,"Промышленное, бытовое электрооборудование и электротехника (монтаж, сервис, ремонт)","Промышленное, бытовое электрооборудование и электротехника (монтаж, сервис, ремонт)"
7084,2766831,Синергия,"Промышленное, бытовое электрооборудование и электротехника (производство)","Промышленное, бытовое электрооборудование и электротехника (производство)"
7085,2766831,Синергия,"Архитектура, проектирование","Архитектура, проектирование"
7086,2766831,Синергия,Разработка программного обеспечения,Разработка программного обеспечения
7087,2767490,Аксбит,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7088,2769379,Доксинбокс,Разработка программного обеспечения,Разработка программного обеспечения
7089,2769379,Доксинбокс,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7090,2770235,Краснодарская Рыбная Компания,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
7091,2770235,Краснодарская Рыбная Компания,"Полуфабрикаты, в том числе замороженные  (продвижение, оптовая торговля)","Полуфабрикаты, в том числе замороженные  (продвижение, оптовая торговля)"
7092,2770235,Краснодарская Рыбная Компания,"Консервированная продукция (продвижение, оптовая торговля)","Консервированная продукция (продвижение, оптовая торговля)"
7093,2770235,Краснодарская Рыбная Компания,"Рыба и морепродукты (продвижение, оптовая торговля)","Рыба и морепродукты (продвижение, оптовая торговля)"
7094,2770235,Краснодарская Рыбная Компания,Рыба и морепродукты (производство),Рыба и морепродукты (производство)
7095,277052,НПК Северная заря,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (производство)"
7096,277052,НПК Северная заря,Государственные организации,Государственные организации
7097,2770600,BANZAI.GAMES,Разработка программного обеспечения,Разработка программного обеспечения
7098,2770652,Target Asset Management,"Управляющая, инвестиционная компания (управление активами)","Управляющая, инвестиционная компания (управление активами)"
7099,2770726,Digital Spectr,Разработка программного обеспечения,Разработка программного обеспечения
7100,27708,МОСЭНЕРГО,"Передача, распределение электроэнергии","Передача, распределение электроэнергии"
7101,27708,МОСЭНЕРГО,"Теплоэнергетика (генерация электроэнергии и тепла, ТЭС)","Теплоэнергетика (генерация электроэнергии и тепла, ТЭС)"
7102,27708,МОСЭНЕРГО,Теплоснабжение (ТЭЦ),Теплоснабжение (ТЭЦ)
7103,2771696,АйТи Мегастар,Разработка программного обеспечения,Разработка программного обеспечения
7104,2771696,АйТи Мегастар,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7105,2771819,AST 222,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7106,2771819,AST 222,Разработка программного обеспечения,Разработка программного обеспечения
7107,2771819,AST 222,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7108,2772333,Аверия Электроникс,Разработка программного обеспечения,Разработка программного обеспечения
7109,2772682,Credit.Club,"Финансово-кредитное посредничество (биржа, брокерская деятельность, выпуск и обслуживание карт, оценка рисков, обменные пункты, агентства по кредитованию, инкассация, ломбард, платежные системы)","Финансово-кредитное посредничество (биржа, брокерская деятельность, выпуск и обслуживание карт, оценка рисков, обменные пункты, агентства по кредитованию, инкассация, ломбард, платежные системы)"
7110,2773057,ARQA Technologies,Разработка программного обеспечения,Разработка программного обеспечения
7111,2773057,ARQA Technologies,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7112,27735,Экостандарт,Консалтинговые услуги,Консалтинговые услуги
7113,27735,Экостандарт,"Экологическое обслуживание, водоочистка, утилизация отходов","Экологическое обслуживание, водоочистка, утилизация отходов"
7114,27735,Экостандарт,"Инженерно-изыскательские, гидрогеологические, геологоразведочные работы","Инженерно-изыскательские, гидрогеологические, геологоразведочные работы"
7115,27735,Экостандарт,Консалтинг в области энергоэффективности,Консалтинг в области энергоэффективности
7116,2774235,DIVAN BOSS,Розничная сеть (DIY и товары для дома),Розничная сеть (DIY и товары для дома)
7117,2774235,DIVAN BOSS,Розничная сеть (мебель),Розничная сеть (мебель)
7118,2774235,DIVAN BOSS,"Мебель (продвижение, оптовая торговля)","Мебель (продвижение, оптовая торговля)"
7119,2774235,DIVAN BOSS,Мебель (производство),Мебель (производство)
7120,2775404,ГУП РО Управление развития систем водоснабжения,Водоснабжение и канализация,Водоснабжение и канализация
7121,2775466,Торговый Дом Овоще-Молочный,"Сельскохозяйственная продукция (продвижение, оптовая торговля)","Сельскохозяйственная продукция (продвижение, оптовая торговля)"
7122,2775637,Экотел,Интернет-провайдер,Интернет-провайдер
7123,2778644,Noorsoft,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7124,2778644,Noorsoft,Разработка программного обеспечения,Разработка программного обеспечения
7125,2779314,сеть супермаркетов Пеликан,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
7126,2779314,сеть супермаркетов Пеликан,"Аптека, оптика","Аптека, оптика"
7127,2779875,Альтернативная Генерирующая Компания -1,"Альтернативная энергетика: гео-, ветро-, солнце-, био- (генерация электроэнергии)","Альтернативная энергетика: гео-, ветро-, солнце-, био- (генерация электроэнергии)"
7128,2779875,Альтернативная Генерирующая Компания -1,"Теплоэнергетика (генерация электроэнергии и тепла, ТЭС)","Теплоэнергетика (генерация электроэнергии и тепла, ТЭС)"
7129,2779875,Альтернативная Генерирующая Компания -1,"Инфраструктурная компания в энергетике (СО ЕЭС, АТС, ЦФР и т.п.)","Инфраструктурная компания в энергетике (СО ЕЭС, АТС, ЦФР и т.п.)"
7130,2779875,Альтернативная Генерирующая Компания -1,Строительство энергетическое,Строительство энергетическое
7131,2779875,Альтернативная Генерирующая Компания -1,Утилизация бытовых отходов,Утилизация бытовых отходов
7132,2780727,SMMplanner,Разработка программного обеспечения,Разработка программного обеспечения
7133,2780727,SMMplanner,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7134,27808,Ароматный мир,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
7135,2781164,Royal Ark,Разработка программного обеспечения,Разработка программного обеспечения
7136,2781255,ОКБ Микрон,Оборудование и станки для металлургии и металлообработки (производство),Оборудование и станки для металлургии и металлообработки (производство)
7137,2781255,ОКБ Микрон,"Железнодорожное машиностроение, вагоностроение","Железнодорожное машиностроение, вагоностроение"
7138,27816,Нетвелл,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7139,2782092,SIM-Networks,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7140,2782092,SIM-Networks,Разработка программного обеспечения,Разработка программного обеспечения
7141,2782092,SIM-Networks,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7142,2782259,Гудфокаст,Консалтинговые услуги,Консалтинговые услуги
7143,2782259,Гудфокаст,Разработка программного обеспечения,Разработка программного обеспечения
7144,2782259,Гудфокаст,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7145,2783162,Ключ,Управление и эксплуатация недвижимости,Управление и эксплуатация недвижимости
7146,2783162,Ключ,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7147,2783162,Ключ,Бизнес-образование,Бизнес-образование
7148,2783162,Ключ,"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок","Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок"
7149,2783162,Ключ,Кейтеринг (выездное обслуживание),Кейтеринг (выездное обслуживание)
7150,2784000,ФБУН ГНЦ ВБ Вектор,Государственные организации,Государственные организации
7151,2784000,ФБУН ГНЦ ВБ Вектор,"Научно-исследовательская, научная, академическая деятельность","Научно-исследовательская, научная, академическая деятельность"
7152,2784000,ФБУН ГНЦ ВБ Вектор,"Лаборатория, исследовательский центр","Лаборатория, исследовательский центр"
7153,2784276,NOMIA,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
7154,2784276,NOMIA,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7155,2784586,Онли,Разработка программного обеспечения,Разработка программного обеспечения
7156,2784586,Онли,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7157,2784600,Ярус,Разработка программного обеспечения,Разработка программного обеспечения
7158,2784600,Ярус,"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7159,2785066,ТОН,Розничная сеть (продуктовая),Розничная сеть (продуктовая)
7160,2785640,Бизнес-партнер,"Розничная сеть (электроника, бытовая техника)","Розничная сеть (электроника, бытовая техника)"
7161,2785640,Бизнес-партнер,Розничная сеть (мобильный ретейл),Розничная сеть (мобильный ретейл)
7162,2786271,ЭЛКОМ,"Техническое обслуживание, ремонт автомобилей","Техническое обслуживание, ремонт автомобилей"
7163,2786271,ЭЛКОМ,"Автозапчасти, шины (розничная торговля)","Автозапчасти, шины (розничная торговля)"
7164,2786271,ЭЛКОМ,"Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)","Автокомпоненты, запчасти, шины (продвижение, оптовая торговля)"
7165,2786271,ЭЛКОМ,"Автокомпоненты, запчасти (производство)","Автокомпоненты, запчасти (производство)"
7166,2786330,НСТТ,Интернет-провайдер,Интернет-провайдер
7167,2786330,НСТТ,Фиксированная связь,Фиксированная связь
7168,2786330,НСТТ,Мобильная связь,Мобильная связь
7169,2787,МФК Техэнерго,"Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)","Электронно-вычислительная, оптическая, контрольно-измерительная техника, радиоэлектроника, автоматика (продвижение, оптовая торговля)"
7170,2787,МФК Техэнерго,"Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)","Промышленное, бытовое электрооборудование и электротехника (продвижение, оптовая торговля)"
7171,2787,МФК Техэнерго,"Промышленное, бытовое электрооборудование и электротехника (производство)","Промышленное, бытовое электрооборудование и электротехника (производство)"
7172,2787330,ГазОйл,"ГСМ, топливо (розничная торговля)","ГСМ, топливо (розничная торговля)"
7173,2787330,ГазОйл,"ГСМ, топливо (продвижение, оптовая торговля)","ГСМ, топливо (продвижение, оптовая торговля)"
7174,2787330,ГазОйл,"Транспортировка, хранение газа","Транспортировка, хранение газа"
7175,2787360,Storiz,Консалтинговые услуги,Консалтинговые услуги
7176,2787360,Storiz,Интернет-магазин,Интернет-магазин
7177,2787360,Storiz,Розничная сеть (товары для детей),Розничная сеть (товары для детей)
7178,2787360,Storiz,"Розничная сеть (drogerie, товары повседневного спроса)","Розничная сеть (drogerie, товары повседневного спроса)"
7179,2787360,Storiz,"Розничная сеть (книги, игрушки, подарки, часы и прочее)","Розничная сеть (книги, игрушки, подарки, часы и прочее)"
7180,2788235,Реста.Лабс (ИП Верченко А.Б.),"Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг","Системная интеграция,  автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг"
7181,2788545,Craft Games - разработка и продвижение игр для мобильных устройств,"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)","Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)"
